Date,Time,Open,High,Low,Close,Volume
07-01-2021,04:30:00,776.7,778.79,776.3,778,8500
07-01-2021,05:00:00,777.77,781.3,777.77,780.2,10778
07-01-2021,05:30:00,780.2,780.21,778.3,778.61,4232
07-01-2021,06:00:00,778.78,779,776.88,778,7109
07-01-2021,06:30:00,777.8,778,777.07,777.7,11398
07-01-2021,07:00:00,777.14,778.48,775,777.46,160993
07-01-2021,07:30:00,777.4,779,776.13,778.5,75863
07-01-2021,08:00:00,776.036,778.88,775,776.5,149058
07-01-2021,08:30:00,776.52,777.5,774.22,774.53,63953
07-01-2021,09:00:00,774.53,778.5,773.31,778.05,133045
07-01-2021,09:30:00,778,792.93,775.2,786.57,5554381
07-01-2021,10:00:00,786.9,794.01,785.8,788.91,2877958
07-01-2021,10:30:00,788.91,801,788.81,797.24,4060949
07-01-2021,11:00:00,797.24,811.61,797.24,807.44,3760782
07-01-2021,11:30:00,807.446,808.077,797.73,798.306,2409231
07-01-2021,12:00:00,798.47,802.8,798.28,799.812,1410118
07-01-2021,12:30:00,800.09,801.64,798,798.9,1182906
07-01-2021,13:00:00,798.98,800.71,795.31,799.56,1272738
07-01-2021,13:30:00,799.705,805.7,799.46,805.33,1439138
07-01-2021,14:00:00,805.39,810,804.4,809.729,1832040
07-01-2021,14:30:00,809.78,812.79,806.42,806.643,1633009
07-01-2021,15:00:00,806.75,812.18,806.2,811.58,1831287
07-01-2021,15:30:00,811.6,816.99,809.59,816.24,2404589
07-01-2021,16:00:00,816.3,827.8,815.99,827.45,1080799
07-01-2021,16:30:00,827.45,829.45,816.04,829.45,244763
07-01-2021,17:00:00,829.4,834.72,816.04,833.32,401510
07-01-2021,17:30:00,833.2,834.38,830.41,833,132337
07-01-2021,18:00:00,832.4,833.01,830.75,832.3,102278
07-01-2021,18:30:00,832.5,832.5,829.02,830.36,77501
07-01-2021,19:00:00,830.59,831.5,830.18,830.7,33626
07-01-2021,19:30:00,830.7,831.95,828.82,829.5,75032
08-01-2021,04:00:00,845,849.09,842,844.3,47647
08-01-2021,04:30:00,844.3,848.7,844,846.88,12004
08-01-2021,05:00:00,847,851.83,844,851.53,21961
08-01-2021,05:30:00,851.15,851.39,846.51,847.01,15483
08-01-2021,06:00:00,847.44,849.75,844,848.02,20549
08-01-2021,06:30:00,848.8,849.41,844,844.5,20571
08-01-2021,07:00:00,844.8,848.68,841.08,845.75,297110
08-01-2021,07:30:00,845.8,854.44,845.8,853,266780
08-01-2021,08:00:00,852.81,857.07,841.09,855.4,470962
08-01-2021,08:30:00,855.41,855.45,851.51,853.5,257404
08-01-2021,09:00:00,853.3,859.25,851.11,856,258097
08-01-2021,09:30:00,856,856.42,838.39,852.03,7105431
08-01-2021,10:00:00,851.88,875.38,851.88,859.34,6972328
08-01-2021,10:30:00,859.31,879,857,877.92,5018028
08-01-2021,11:00:00,877.98,884.49,873.3,882.45,3808167
08-01-2021,11:30:00,882.49,883.89,871,873.95,2793613
08-01-2021,12:00:00,874,879.488,869.04,879.12,2178157
08-01-2021,12:30:00,879.047,883.67,875.05,877.16,1997659
08-01-2021,13:00:00,877.25,877.3,861.11,869.224,2469773
08-01-2021,13:30:00,868.838,869.39,847.18,865.325,4254178
08-01-2021,14:00:00,865.4,872.5,853.4,861.64,2739224
08-01-2021,14:30:00,861.58,867.59,854.9,865.96,1908024
08-01-2021,15:00:00,865.85,871.52,861.49,867.3,2016610
08-01-2021,15:30:00,867.2,884,866.305,880.03,4155976
08-01-2021,16:00:00,880.04,884.89,848.233,880.31,993927
08-01-2021,16:30:00,880.31,881.26,879.06,879.8,80557
08-01-2021,17:00:00,879.93,880.7,879.65,880.28,28985
08-01-2021,17:30:00,880.28,880.4,878.1,879.65,32961
08-01-2021,18:00:00,879.67,879.76,877.2,877.2,27104
08-01-2021,18:30:00,877.54,877.7,866.8,868.9,94077
08-01-2021,19:00:00,868.31,872.25,865.5,868,81398
08-01-2021,19:30:00,867.51,869.4,866.63,867.5,78605
11-01-2021,04:00:00,866.38,867,851.5,857,73119
11-01-2021,04:30:00,856.53,857.65,852.98,854.55,14628
11-01-2021,05:00:00,855.4,861.63,854.55,859.01,41092
11-01-2021,05:30:00,860.99,864.8,860,862.45,32512
11-01-2021,06:00:00,861.91,863.38,856.99,859,13327
11-01-2021,06:30:00,859.12,861.22,856.99,861.22,12073
11-01-2021,07:00:00,860,865,852.15,854.68,198804
11-01-2021,07:30:00,854.8,863.5,854.8,863.24,84198
11-01-2021,08:00:00,858.008,870,852.01,869.94,329630
11-01-2021,08:30:00,869.7,870.5,862,862.2,185750
11-01-2021,09:00:00,862.26,863,849.11,849.65,370864
11-01-2021,09:30:00,849.7,853.23,817,838.99,8575274
11-01-2021,10:00:00,838.93,854.43,834.54,847.79,4687306
11-01-2021,10:30:00,847.715,851.37,837.075,843.835,2508299
11-01-2021,11:00:00,843.66,844.33,833.39,839.558,2184749
11-01-2021,11:30:00,839.52,840.5,834.32,838.099,1222229
11-01-2021,12:00:00,837.992,843.82,835.01,836.095,1352948
11-01-2021,12:30:00,836.107,839.98,834.38,836.44,1370501
11-01-2021,13:00:00,836.416,837.37,828,828.601,1649775
11-01-2021,13:30:00,828.5,831.43,824.2,829.635,2024038
11-01-2021,14:00:00,829.675,832.358,819,821.438,2264396
11-01-2021,14:30:00,821.35,828.74,820.52,822.55,1760959
11-01-2021,15:00:00,822.425,822.987,805.05,806.48,3342548
11-01-2021,15:30:00,806.64,819,803.622,811.18,3461686
11-01-2021,16:00:00,811.19,818.07,808.01,812.88,1132690
11-01-2021,16:30:00,812.88,812.88,808,811.38,59766
11-01-2021,17:00:00,811.33,811.33,809.1,810.5,22383
11-01-2021,17:30:00,810.1,819.3,810.1,817.05,73416
11-01-2021,18:00:00,817,817.07,815.2,816.64,38849
11-01-2021,18:30:00,816.59,818.5,816.59,818.5,49787
11-01-2021,19:00:00,818.17,818.2,815.76,817.95,44398
11-01-2021,19:30:00,817.6,818.5,816.02,818.5,51345
12-01-2021,04:00:00,822,836.93,822,833.5,26995
12-01-2021,04:30:00,833.35,834.84,831.52,832.95,5991
12-01-2021,05:00:00,832.7,836,832,835,4463
12-01-2021,05:30:00,835,835,830.31,830.31,2691
12-01-2021,06:00:00,830.53,831.89,828.23,829,12112
12-01-2021,06:30:00,829.23,829.23,825.46,826.42,8398
12-01-2021,07:00:00,825.86,836.06,825.86,833.61,214527
12-01-2021,07:30:00,833.56,836.38,832.38,834.15,74242
12-01-2021,08:00:00,831.321,836,826.5,828.57,165471
12-01-2021,08:30:00,828.76,832.31,827.18,827.18,144194
12-01-2021,09:00:00,827.18,833.51,827.01,831,179261
12-01-2021,09:30:00,831,849.07,827.34,848.82,5519645
12-01-2021,10:00:00,848.9,865,844.85,860.02,4044292
12-01-2021,10:30:00,860.19,866.57,859,860.865,2893940
12-01-2021,11:00:00,860.865,865,856.99,862.229,1974061
12-01-2021,11:30:00,862.4,868,856.27,860.326,2451347
12-01-2021,12:00:00,860.35,861.41,849,858.14,2711499
12-01-2021,12:30:00,858.118,858.97,854.365,858.15,1253972
12-01-2021,13:00:00,858.399,860,856.408,858.985,887270
12-01-2021,13:30:00,858.74,860.23,855,855.76,1085323
12-01-2021,14:00:00,855.74,858.32,847.645,851.33,1274567
12-01-2021,14:30:00,851.11,856.5,850.19,854,1451824
12-01-2021,15:00:00,854.08,860.15,851.4,858.563,1498800
12-01-2021,15:30:00,858.43,859.1,848.6,849.22,2286560
12-01-2021,16:00:00,849.72,856.66,847.1,847.55,1231280
12-01-2021,16:30:00,847.52,851.25,847.52,848.92,44182
12-01-2021,17:00:00,849.01,850.8,848.73,850.5,16720
12-01-2021,17:30:00,850.2,852.75,850.2,851.5,25130
12-01-2021,18:00:00,851.68,851.68,850.21,850.76,14319
12-01-2021,18:30:00,851,851.4,850.23,850.85,10939
12-01-2021,19:00:00,850.55,852,850.23,852,13604
12-01-2021,19:30:00,851.55,852,851.01,852,26352
13-01-2021,04:00:00,855,861,848.85,855.8,37951
13-01-2021,04:30:00,854.75,856.12,852,852,3948
13-01-2021,05:00:00,852,852,848.1,848.1,19981
13-01-2021,05:30:00,848,848,843,845,12548
13-01-2021,06:00:00,842,842,839.1,840.2,10538
13-01-2021,06:30:00,840.26,845,840.26,843.51,5533
13-01-2021,07:00:00,843,849.7,843,848.5,79431
13-01-2021,07:30:00,848,849.2,846.01,846.52,44622
13-01-2021,08:00:00,845.001,849.4,844,845.99,71027
13-01-2021,08:30:00,845.94,847.69,845.65,847.49,28792
13-01-2021,09:00:00,847.2,856,846.5,852.77,106744
13-01-2021,09:30:00,852.41,860.47,845.18,846.165,3635905
13-01-2021,10:00:00,846.108,846.53,833.51,839.84,3101735
13-01-2021,10:30:00,839.9,846.799,837,843.895,1557253
13-01-2021,11:00:00,844.16,844.8,838.75,842.44,843449
13-01-2021,11:30:00,842.51,842.65,837.37,837.943,689065
13-01-2021,12:00:00,837.997,839.84,834.1,839.15,1057918
13-01-2021,12:30:00,839.115,841.48,832,839.99,1307977
13-01-2021,13:00:00,840.06,840.5,836.74,838.022,719921
13-01-2021,13:30:00,837.95,844,836.55,844,825587
13-01-2021,14:00:00,843.952,855.45,842.774,853.85,2218748
13-01-2021,14:30:00,854.03,855.73,849.51,855.63,1526310
13-01-2021,15:00:00,855.502,858,851.13,851.441,1401358
13-01-2021,15:30:00,851.386,855.828,849.75,854.42,1524273
13-01-2021,16:00:00,854.9,855.9,852.1,852.1,1025477
13-01-2021,16:30:00,852.5,853.94,851.75,853.4,33305
13-01-2021,17:00:00,853.4,853.4,852.5,852.55,20900
13-01-2021,17:30:00,852.55,852.9,849,850.5,29656
13-01-2021,18:00:00,850.45,850.45,838.8,844,112014
13-01-2021,18:30:00,844.05,846.77,843.04,846,41822
13-01-2021,19:00:00,846,847,844.2,844.9,39268
13-01-2021,19:30:00,844.8,846.9,842.5,843.1,65776
14-01-2021,04:00:00,840,842.06,837.66,839,14377
14-01-2021,04:30:00,839.53,841.07,839,839.8,4703
14-01-2021,05:00:00,838.9,840,838.65,838.65,3154
14-01-2021,05:30:00,838.56,839,838,838.6,1564
14-01-2021,06:00:00,837.99,840,837.99,839.5,7949
14-01-2021,06:30:00,839.06,843.99,839.06,843.98,4201
14-01-2021,07:00:00,843.76,846.19,841.51,846,65072
14-01-2021,07:30:00,845.65,847.95,845.37,847.05,25514
14-01-2021,08:00:00,843.5,847.88,841.95,843.72,62181
14-01-2021,08:30:00,843.7,844.91,842.7,843.63,54310
14-01-2021,09:00:00,843.63,845.99,842,843.5,102692
14-01-2021,09:30:00,843.49,849.7,838.75,846.41,2933648
14-01-2021,10:00:00,846.55,860.35,846.327,858,3409599
14-01-2021,10:30:00,858,863,855.2,857.03,2389559
14-01-2021,11:00:00,856.83,859.7,852.19,853.243,1211487
14-01-2021,11:30:00,853.05,858,850.2,853.224,1158043
14-01-2021,12:00:00,853.3,856.759,850.62,856.28,817831
14-01-2021,12:30:00,856.293,858,850.87,854.245,1005141
14-01-2021,13:00:00,854.2,854.206,844.69,845.113,1512396
14-01-2021,13:30:00,845,852.82,844,847.03,1161270
14-01-2021,14:00:00,847.165,852.5,846.68,852.233,882283
14-01-2021,14:30:00,852.195,855,847.265,848.875,1222042
14-01-2021,15:00:00,848.77,849.83,843.4,846.555,1031163
14-01-2021,15:30:00,846.57,849,843.7,844.21,1397056
14-01-2021,16:00:00,845,847.5,844.31,847.03,591709
14-01-2021,16:30:00,847.4,848.25,845,846.78,23464
14-01-2021,17:00:00,847,848.34,847,848,14564
14-01-2021,17:30:00,848.3,848.38,847.11,848,7758
14-01-2021,18:00:00,847.81,847.9,846.61,846.61,8409
14-01-2021,18:30:00,847,847.25,846.25,846.74,6756
14-01-2021,19:00:00,846.45,846.5,846.03,846.35,13226
